# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
30 -75 10 -0.532371 -0.044905 -0.0168162 -2.21388 -0.0874862 -0.168699 -0.00448259 0.00278867 0.0419627 6.79925e-05 -0.000362052 0.00542344 -0.0011865 0.0172053 -0.000439206
30 -74.5 10 -0.548595 -0.0674585 -0.0163487 -2.08082 -0.141535 -0.153779 -0.00447963 0.00274502 0.0418143 0.00013273 -0.000371319 0.00484673 -0.00175947 0.0165385 -0.000508331
30 -74 10 -0.566133 -0.123143 -0.0173199 -1.95116 -0.250768 -0.142214 -0.00448068 0.0026837 0.0415559 0.000212345 -0.000385129 0.00391687 -0.00305393 0.015608 -0.000633199
30 -73.5 10 -0.579068 -0.182326 -0.0172941 -1.82294 -0.373962 -0.128089 -0.00447167 0.00261928 0.0412909 0.000299982 -0.00039756 0.00301611 -0.00433096 0.0147236 -0.000747566
30 -73 10 -0.589901 -0.237845 -0.0166195 -1.69708 -0.486939 -0.112604 -0.00446306 0.00255639 0.0410117 0.000384398 -0.000411303 0.00214134 -0.00540047 0.0139289 -0.000842168
30 -72.5 10 -0.59743 -0.304489 -0.0140227 -1.57959 -0.611036 -0.0968928 -0.00446931 0.00248811 0.0407076 0.00046634 -0.000430687 0.00130462 -0.00659951 0.0131991 -0.000941033
30 -72 10 -0.604637 -0.365009 -0.0120132 -1.47824 -0.725091 -0.0843056 -0.00446669 0.00242456 0.0404289 0.000529568 -0.000450466 0.000585076 -0.007595 0.0126594 -0.00102324
30 -71.5 10 -0.609166 -0.426709 -0.0147687 -1.38686 -0.843467 -0.080242 -0.00445041 0.0023694 0.0401755 0.000585667 -0.000449994 -2.42475e-05 -0.00856194 0.0122293 -0.00111216
30 -71 10 -0.606911 -0.481829 -0.0121235 -1.2927 -0.936508 -0.0670806 -0.0044526 0.00231317 0.0399066 0.000633765 -0.000455703 -0.000611798 -0.00932886 0.0117202 -0.00118333
30 -70.5 10 -0.606381 -0.542542 -0.0108848 -1.21058 -1.04053 -0.0573276 -0.0044498 0.00225745 0.0396552 0.000679983 -0.000456265 -0.00113148 -0.0101694 0.0113429 -0.0012616
30 -70 10 -0.603177 -0.604729 -0.0104145 -1.13217 -1.14131 -0.0497712 -0.00444823 0.0022054 0.039393 0.000729246 -0.000454199 -0.00163241 -0.0109793 0.0109614 -0.00133685
30 -69.5 10 -0.601574 -0.661217 -0.00968481 -1.06361 -1.23156 -0.042732 -0.0044335 0.00214743 0.0391386 0.00077581 -0.00045943 -0.00207564 -0.0116608 0.0106734 -0.00138962
30 -69 10 -0.596506 -0.722119 -0.0089492 -0.999002 -1.32221 -0.0361373 -0.00443572 0.00210066 0.0388835 0.000802169 -0.000451673 -0.00249967 -0.0123855 0.0103539 -0.00147215
30 -68.5 10 -0.588163 -0.773517 -0.00842384 -0.934107 -1.39844 -0.0300739 -0.00443805 0.00205262 0.038686 0.000831577 -0.000446396 -0.00280245 -0.0130007 0.0100741 -0.00153014
30 -68 10 -0.583774 -0.828886 -0.00800521 -0.879604 -1.47824 -0.025301 -0.00443942 0.00201071 0.0384666 0.000857195 -0.000440961 -0.0031086 -0.0136421 0.00986764 -0.00159928
30 -67.5 10 -0.57832 -0.891295 -0.00520227 -0.830126 -1.55924 -0.0178797 -0.00443099 0.00195937 0.0382209 0.00088448 -0.000436675 -0.00345281 -0.01434 0.00962245 -0.00167042
30 -67 10 -0.567631 -0.943055 -0.00519752 -0.77735 -1.62699 -0.0139795 -0.00443489 0.00191942 0.0380336 0.000907938 -0.000428032 -0.00367416 -0.014943 0.00937163 -0.00173096
30 -66.5 10 -0.559658 -0.998101 -0.00362396 -0.731378 -1.69788 -0.00828382 -0.00443746 0.00187589 0.0378463 0.000926899 -0.000420311 -0.00387638 -0.0155947 0.00917715 -0.00179886
30 -66 10 -0.554906 -1.04933 -0.00140862 -0.692585 -1.75627 -0.00261922 -0.00443221 0.00183004 0.0376144 0.000942491 -0.000416232 -0.00414249 -0.0160965 0.00900362 -0.0018614
30 -65.5 10 -0.542735 -1.09987 -0.00205911 -0.649936 -1.8176 -0.00106142 -0.00443288 0.00179231 0.0374523 0.000957512 -0.0004062 -0.00429615 -0.0166904 0.00877128 -0.00192199
30 -65 10 -0.53047 -1.152 -0.00149372 -0.608853 -1.87703 0.00209841 -0.00442729 0.00174713 0.0372777 0.000982948 -0.000401594 -0.0044395 -0.0173038 0.00854019 -0.00196876
30 -64.5 10 -0.521715 -1.20418 -0.00202798 -0.576099 -1.93154 0.00335502 -0.00442949 0.00171367 0.0371033 0.000984201 -0.000384233 -0.00459446 -0.0179 0.00836139 -0.00205279
30 -64 10 -0.513577 -1.2537 -0.00244536 -0.545464 -1.97892 0.00417014 -0.00441995 0.00167096 0.0369049 0.00100237 -0.000380346 -0.00477258 -0.0184088 0.00818263 -0.0021042
30 -63.5 10 -0.504837 -1.29938 -0.00225224 -0.513086 -2.02511 0.00610355 -0.00440923 0.0016318 0.0367352 0.00102453 -0.000377353 -0.00489511 -0.0189069 0.00802493 -0.00214231
30 -63 10 -0.490102 -1.34739 -0.00139618 -0.478601 -2.07494 0.00858981 -0.00442644 0.00159737 0.0366307 0.0010258 -0.000368766 -0.00492922 -0.0195614 0.00780432 -0.00222103
30 -62.5 10 -0.478711 -1.39643 0.000711973 -0.450593 -2.12455 0.0126614 -0.00443318 0.00156719 0.0365181 0.00103465 -0.000355717 -0.0049648 -0.0202219 0.00762721 -0.00229121
30 -62 10 -0.470104 -1.43941 -0.000389704 -0.423865 -2.16241 0.0128794 -0.00442471 0.00153265 0.036362 0.00104778 -0.00034595 -0.00505896 -0.0206976 0.00748242 -0.00233855
30 -61.5 10 -0.457876 -1.48158 0.00351569 -0.398659 -2.19623 0.0175171 -0.00443635 0.00150073 0.0362332 0.00103959 -0.000337905 -0.00512944 -0.0212081 0.00727402 -0.00242103
30 -61 10 -0.447924 -1.52274 0.00269636 -0.374574 -2.23388 0.0192185 -0.00444278 0.00147772 0.0361241 0.001039 -0.000320045 -0.00517484 -0.0217227 0.00712525 -0.00249311
30 -60.5 10 -0.438291 -1.56944 0.00220516 -0.353526 -2.27149 0.0183423 -0.00443083 0.00143752 0.0359807 0.00105886 -0.000315289 -0.00522304 -0.0223015 0.00696659 -0.00253367
30 -60 10 -0.423865 -1.61127 0.00333625 -0.335324 -2.30439 0.0201825 -0.00444435 0.00141718 0.0358914 0.00105069 -0.000301548 -0.00522076 -0.0228993 0.00673444 -0.00261971
30 -59.5 10 -0.413147 -1.64941 0.00435551 -0.313968 -2.33403 0.0229968 -0.00445004 0.00138646 0.0357973 0.0010567 -0.000293714 -0.00522819 -0.0234204 0.00657649 -0.00267708
30 -59 10 -0.403211 -1.68559 0.00577461 -0.293957 -2.36272 0.0225444 -0.00445539 0.00134922 0.0357023 0.00105899 -0.000292263 -0.00523979 -0.0239003 0.00642672 -0.00273299
30 -58.5 10 -0.392588 -1.7264 0.00442228 -0.276659 -2.38901 0.0202736 -0.00444091 0.00131812 0.0355588 0.00106525 -0.000286233 -0.00530256 -0.0243604 0.00624746 -0.00278008
30 -58 10 -0.383401 -1.7645 0.00397957 -0.262934 -2.41473 0.0202919 -0.00443479 0.00128618 0.0354679 0.0010857 -0.000280836 -0.00530241 -0.0248894 0.00610431 -0.0028114
30 -57.5 10 -0.372164 -1.79896 0.00370123 -0.246852 -2.4383 0.0222822 -0.00443547 0.00126353 0.0354031 0.00108534 -0.000267267 -0.00528065 -0.0254059 0.00594 -0.00286857
30 -57 10 -0.361059 -1.83326 0.00400752 -0.230807 -2.46031 0.0233069 -0.00443822 0.00124031 0.035318 0.00108352 -0.000255503 -0.00527366 -0.0258857 0.00577108 -0.00292974
30 -56.5 10 -0.352373 -1.8673 0.0042544 -0.21626 -2.48365 0.0227791 -0.0044418 0.00120875 0.0352358 0.00108358 -0.000256297 -0.00527173 -0.026351 0.00564093 -0.00298671
