# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
34 -37.5 0 0.0632579 -9.16708 0.00186536 -0.0468259 -12.632 0.121534 0.02263 0.000478195 0.037547 0.0132109 -0.000444771 -0.000112393 -0.171362 -0.000366312 0.187191
34 -37.5 0.5 0.0580556 -9.56341 0.0309286 0.0174344 -11.8766 0.0375371 0.0215568 0.000358784 0.0384542 0.0114595 -0.000533992 -0.00038396 -0.181592 -0.000564456 0.171134
34 -37.5 1 0.0475987 -9.91324 0.0422881 -0.00338285 -11.146 0.00990192 0.0196072 0.000288775 0.0397927 0.00870048 -0.00054293 -0.000517162 -0.194359 -0.000490263 0.145681
34 -37.5 1.5 0.0380556 -10.2006 0.0566675 -0.0221447 -10.4837 0.00788649 0.0175002 0.000252625 0.041342 0.00608072 -0.000530414 -0.000604348 -0.207694 -0.000273513 0.121142
34 -37.5 2 0.0194649 -10.3654 0.0669292 -0.0289254 -9.86021 0.0104181 0.0154889 0.000232618 0.042474 0.00412024 -0.000501832 -0.000843688 -0.215976 0.000114215 0.100597
34 -37.5 2.5 0.0161249 -10.501 0.0817326 -0.0434664 -9.31842 0.0127532 0.0137021 0.000225269 0.043594 0.00263768 -0.000506925 -0.0012891 -0.222891 0.000197284 0.0842457
34 -37.5 3 0.010885 -10.5977 0.0949048 -0.0136868 -8.79601 0.0448497 0.0120259 0.000217286 0.0445615 0.00157551 -0.000473398 -0.0018353 -0.228054 0.000350904 0.0706574
34 -37.5 3.5 0.012312 -10.643 0.0986418 -0.022675 -8.35224 0.0402623 0.0104633 0.000256043 0.0451317 0.000753616 -0.000415943 -0.00263527 -0.229168 0.000223524 0.0588341
34 -37.5 4 0.0103165 -10.6633 0.101545 -0.0390782 -7.98563 0.0342516 0.0090672 0.000265601 0.045674 0.000178667 -0.000389392 -0.00331536 -0.230287 0.000163045 0.0490656
34 -37.5 4.5 0.00607166 -10.6603 0.106192 -0.0317758 -7.67395 0.0115353 0.00766807 0.000213464 0.0463034 -0.000226054 -0.000437681 -0.00373779 -0.232471 0.000205885 0.0400122
34 -37.5 5 0.00183101 -10.6243 0.110716 -0.000435404 -7.43964 0.0317352 0.0064003 0.000260148 0.0469453 -0.000428408 -0.000365252 -0.00400021 -0.23451 0.000303659 0.0324062
34 -37.5 5.5 0.00586628 -10.6359 0.114744 0.0271157 -7.2417 0.0545054 0.00544484 0.000314136 0.0475636 -0.000245775 -0.000309161 -0.00434544 -0.237215 0.000225087 0.0280621
