# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
34 -37.5 0 0.00215066 -1.83853 -0.00133033 0.00783892 -3.65072 0.01197 6.73838e-05 0.00102325 0.0336563 0.0127378 -0.000126629 0.00330484 -0.0369702 2.70461e-05 0.0233136
34 -37.5 0.5 0.00187148 -1.87831 0.00141323 0.0137361 -3.64529 0.00862067 -0.000104816 0.000984453 0.0340898 0.012277 -0.000168751 0.00360324 -0.0385829 -3.80233e-06 0.022278
34 -37.5 1 0.0019232 -1.92172 0.00260387 0.0108087 -3.648 0.00918524 -0.000432839 0.00095435 0.0347117 0.0114719 -0.000185656 0.0040518 -0.0407439 -3.15343e-06 0.0205088
34 -37.5 1.5 0.00168802 -1.96365 0.00347478 0.00770486 -3.65463 0.0121339 -0.000807464 0.000929706 0.035407 0.0106159 -0.000189759 0.00456756 -0.0431103 1.55232e-05 0.0186059
34 -37.5 2 0.000835645 -2.0023 0.00362196 0.00446143 -3.65737 0.0140605 -0.00118836 0.000908363 0.0359988 0.00983153 -0.000188533 0.0049644 -0.0451189 4.08508e-05 0.016789
34 -37.5 2.5 0.000852591 -2.03866 0.00431286 0.00271681 -3.66401 0.0168944 -0.00151722 0.00089249 0.0366064 0.00913209 -0.000186115 0.00534264 -0.0471022 5.10061e-05 0.0151836
34 -37.5 3 0.000781778 -2.07344 0.00434047 0.00515158 -3.66918 0.021642 -0.00185551 0.000865168 0.0371767 0.00846486 -0.000185635 0.00567136 -0.0489465 5.8431e-05 0.0136058
34 -37.5 3.5 0.000928688 -2.1044 0.0060394 0.00431453 -3.67474 0.0245215 -0.0021752 0.0008588 0.0376688 0.00783646 -0.000167574 0.00587901 -0.0504375 5.93387e-05 0.0121098
34 -37.5 4 0.000988349 -2.13258 0.00706657 0.00235924 -3.68282 0.0261149 -0.00246713 0.000846601 0.0381353 0.00725363 -0.000158985 0.00607802 -0.0518563 5.99816e-05 0.0107265
34 -37.5 4.5 0.000268431 -2.15906 0.00707146 0.00138263 -3.6928 0.0244397 -0.00278899 0.000816463 0.0386026 0.00665493 -0.000170982 0.00630851 -0.0533216 6.19188e-05 0.00927684
34 -37.5 5 -0.000441963 -2.18302 0.00705398 0.0031516 -3.70544 0.0269062 -0.0031089 0.000798071 0.0390668 0.00608663 -0.000153752 0.00655218 -0.0547819 6.92272e-05 0.007883
34 -37.5 5.5 -0.000854787 -2.20564 0.00728384 0.00532608 -3.72172 0.0301041 -0.00340027 0.000786094 0.0395054 0.00558266 -0.00013215 0.006769 -0.0561645 7.05053e-05 0.00663797
34 -37.5 6 -0.0010914 -2.22634 0.00745233 0.00507615 -3.73421 0.0309245 -0.00368606 0.000769207 0.0398724 0.00506259 -0.000122147 0.00689484 -0.0572592 6.88027e-05 0.00534843
34 -37.5 6.5 -0.00144925 -2.24514 0.0073984 0.00316356 -3.74599 0.0288429 -0.00396388 0.000738442 0.0402129 0.00453518 -0.000128789 0.00698758 -0.0582304 6.88272e-05 0.00404388
34 -37.5 7 -0.00172246 -2.26134 0.00828529 0.0028798 -3.76125 0.0271789 -0.00425777 0.00071834 0.0405693 0.00401915 -0.000123161 0.00713456 -0.0592893 6.1646e-05 0.00274356
34 -37.5 7.5 -0.00149673 -2.27631 0.00825635 0.00115189 -3.7758 0.0284724 -0.00453954 0.000709857 0.0408583 0.00351184 -0.000103252 0.00720073 -0.0600988 5.7685e-05 0.0014627
34 -37.5 8 -0.000475627 -2.28961 0.00688611 -0.00384672 -3.7915 0.0336532 -0.00481282 0.00071323 0.0411084 0.00299984 -6.54958e-05 0.00720697 -0.0607252 5.7544e-05 0.000177154
34 -37.5 8.5 -0.000832747 -2.30009 0.0075 -0.0023132 -3.80966 0.0307062 -0.00507604 0.000680798 0.0413961 0.00250269 -7.40381e-05 0.00731112 -0.0615352 4.50811e-05 -0.00107066
34 -37.5 9 -0.00124342 -2.30813 0.00731743 -0.000763081 -3.83298 0.030042 -0.00536059 0.000660708 0.0416568 0.00199566 -6.15039e-05 0.00739386 -0.0622464 3.90834e-05 -0.00236219
34 -37.5 9.5 -0.00163705 -2.31492 0.00693471 0.000499435 -3.85594 0.0302818 -0.0056382 0.000645713 0.0418942 0.0014762 -4.32816e-05 0.00746133 -0.0628777 3.52297e-05 -0.00368045
34 -37.5 10 -0.00152937 -2.31899 0.00680744 -0.00134702 -3.87808 0.0293546 -0.00589228 0.000624793 0.0420961 0.000958273 -3.80514e-05 0.00752406 -0.0634011 3.1267e-05 -0.00497438
34 -37.5 10.5 -0.00189033 -2.32186 0.0068522 -0.000271345 -3.901 0.0271639 -0.00616574 0.000600068 0.0422812 0.000437142 -3.67422e-05 0.00757071 -0.0638539 2.58026e-05 -0.00630592
34 -37.5 11 -0.00200685 -2.32315 0.00680914 0.000488662 -3.92434 0.0244717 -0.00640625 0.000577593 0.0424388 -6.70368e-05 -2.89711e-05 0.00759359 -0.0641974 1.8098e-05 -0.00757346
34 -37.5 11.5 -0.00189495 -2.32188 0.00541409 -0.00019879 -3.94707 0.0286013 -0.0066704 0.00057546 0.0425657 -0.000626088 1.66466e-05 0.00759934 -0.0644155 1.40748e-05 -0.00898007
