# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
30 -75 10 -0.534183 -0.0455139 -0.0176423 -2.21347 -0.0984861 -0.168973 -0.00449557 0.00281397 0.0419523 7.98965e-05 -0.000363323 0.00540116 -0.00122655 0.0172157 -0.000447858
30 -74.5 10 -0.549784 -0.0689578 -0.0199272 -2.08675 -0.144324 -0.161658 -0.0044928 0.00277554 0.0418119 0.000137966 -0.000366509 0.00485097 -0.00179365 0.0165887 -0.000525517
30 -74 10 -0.566518 -0.1195 -0.0171858 -1.95558 -0.249115 -0.139872 -0.00448868 0.00271269 0.0415663 0.00022783 -0.000405143 0.00398675 -0.00298519 0.0156949 -0.00061207
30 -73.5 10 -0.582885 -0.178683 -0.0138596 -1.82292 -0.365669 -0.118613 -0.00448504 0.00263899 0.0412743 0.000322464 -0.000448022 0.00300622 -0.00424543 0.0147811 -0.000702501
30 -73 10 -0.590617 -0.249569 -0.014693 -1.69075 -0.506087 -0.111172 -0.00448242 0.00257117 0.0409723 0.000390994 -0.00045741 0.00204445 -0.00563658 0.013839 -0.000833001
30 -72.5 10 -0.595492 -0.304462 -0.0153057 -1.57918 -0.612133 -0.101689 -0.00447736 0.00251152 0.0406997 0.000469206 -0.000465521 0.00132784 -0.00660661 0.013177 -0.000918209
30 -72 10 -0.603024 -0.364781 -0.0162223 -1.47673 -0.727577 -0.0928387 -0.00447463 0.00245344 0.0404251 0.000531368 -0.000465242 0.00060686 -0.00759562 0.0126484 -0.00101905
30 -71.5 10 -0.605692 -0.425743 -0.0143869 -1.38347 -0.836045 -0.0806432 -0.00447022 0.00239865 0.040161 0.000588342 -0.000471007 -2.07244e-05 -0.00854219 0.0121567 -0.00110625
30 -71 10 -0.606572 -0.48573 -0.0122423 -1.29297 -0.942344 -0.0682194 -0.00446656 0.00234339 0.0399064 0.000641957 -0.000478371 -0.000606115 -0.00940825 0.0117166 -0.00118376
30 -70.5 10 -0.604748 -0.543325 -0.0100353 -1.20966 -1.04069 -0.0572752 -0.00446908 0.00228848 0.0396506 0.000684287 -0.000482703 -0.00112661 -0.0101877 0.0113107 -0.00125803
30 -70 10 -0.602923 -0.603014 -0.00791409 -1.13285 -1.13846 -0.0470462 -0.00447144 0.0022357 0.0393924 0.000723237 -0.000482509 -0.00162559 -0.0109543 0.0109552 -0.00133716
30 -69.5 10 -0.601627 -0.663362 -0.00623721 -1.06532 -1.23417 -0.0383349 -0.00447182 0.0021867 0.0391459 0.000758376 -0.000477711 -0.00206798 -0.0117102 0.0106735 -0.00141857
30 -69 10 -0.597581 -0.723029 -0.00450221 -1.00067 -1.32423 -0.0302123 -0.00446832 0.00213718 0.0388969 0.0007907 -0.000475122 -0.00247628 -0.0124246 0.0103812 -0.00149268
30 -68.5 10 -0.591159 -0.777737 -0.00393599 -0.938218 -1.40279 -0.0246094 -0.00446813 0.00208812 0.0386604 0.00082891 -0.000470366 -0.00283369 -0.0130479 0.0100965 -0.00155267
30 -68 10 -0.586932 -0.831024 -0.00467654 -0.88471 -1.47846 -0.0216906 -0.00445631 0.0020335 0.0384414 0.000873054 -0.000475712 -0.00313854 -0.0136532 0.00989386 -0.0015926
30 -67.5 10 -0.57911 -0.890531 -0.00514481 -0.829839 -1.55977 -0.0189543 -0.00445225 0.001989 0.0382338 0.000896078 -0.000471697 -0.00341911 -0.014357 0.00965508 -0.0016638
30 -67 10 -0.570173 -0.944644 -0.00337929 -0.780978 -1.62863 -0.0126846 -0.00445899 0.001949 0.0380231 0.000916128 -0.000462871 -0.00367722 -0.0149644 0.00940567 -0.00173495
30 -66.5 10 -0.56071 -0.9946 -0.00241283 -0.734321 -1.69015 -0.00751584 -0.0044558 0.0019089 0.0378135 0.000940174 -0.000456287 -0.00392171 -0.0154899 0.00916313 -0.00178899
30 -66 10 -0.549932 -1.04558 -0.00172231 -0.689324 -1.75402 -0.00400263 -0.00445691 0.00186724 0.0376379 0.000950454 -0.000446592 -0.00410559 -0.0160753 0.00893604 -0.00185597
30 -65.5 10 -0.540458 -1.09896 -0.00213243 -0.648712 -1.81654 -0.000495597 -0.00445568 0.00183528 0.0374467 0.000967159 -0.000430972 -0.00429453 -0.0166737 0.00873074 -0.00192602
30 -65 10 -0.530908 -1.15309 -0.00119804 -0.61133 -1.87548 0.00298835 -0.00445394 0.00179252 0.0372579 0.000990149 -0.000429567 -0.00445974 -0.0172971 0.00853124 -0.00198393
30 -64.5 10 -0.521467 -1.20447 -0.000714956 -0.577329 -1.93421 0.0047803 -0.00445634 0.00174827 0.0371032 0.0010072 -0.000424419 -0.00457184 -0.0179218 0.00835832 -0.00204302
30 -64 10 -0.512684 -1.25257 0.000710359 -0.542898 -1.98215 0.0087143 -0.00446041 0.00171486 0.0369375 0.00100729 -0.000409617 -0.00470882 -0.0184654 0.00819324 -0.00212359
30 -63.5 10 -0.501096 -1.30179 0.00113124 -0.506648 -2.03176 0.0107497 -0.00446721 0.00167934 0.0367945 0.00101031 -0.000399546 -0.00481299 -0.0190587 0.00800244 -0.00220088
30 -63 10 -0.489236 -1.34941 0.00164121 -0.476114 -2.07674 0.0120242 -0.00446352 0.00163659 0.0366446 0.00102932 -0.000397844 -0.00491094 -0.0196239 0.00779737 -0.00224838
30 -62.5 10 -0.480082 -1.39429 0.00307138 -0.451707 -2.11917 0.0138146 -0.00446287 0.0015975 0.0364854 0.00104607 -0.000395864 -0.00500082 -0.0201366 0.00762891 -0.00229693
30 -62 10 -0.470544 -1.43956 0.00337502 -0.427662 -2.16218 0.0150667 -0.00447919 0.00156825 0.0363528 0.00103285 -0.000382824 -0.00506897 -0.0206857 0.00746911 -0.00239453
30 -61.5 10 -0.459384 -1.48434 0.00353075 -0.403011 -2.20059 0.0152755 -0.00447247 0.00153067 0.0362162 0.00104759 -0.000384009 -0.00513126 -0.0212325 0.0072847 -0.00244088
30 -61 10 -0.448662 -1.52715 0.0030831 -0.378843 -2.23618 0.0166325 -0.00445633 0.00149959 0.0360937 0.00107169 -0.000372547 -0.00517582 -0.0217724 0.00711855 -0.00247034
