# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
-35 -74 10 -4.71444 16.1261 2.26211 -3.6719 26.0455 2.4666 0.00299394 -0.00178079 0.0482321 -0.00152776 -0.00127738 -0.00754301 0.294258 0.101347 0.00229821
-34.5 -74 10 -6.86614 14.339 2.68372 -4.49792 14.4258 1.81379 0.00283203 -0.00121828 0.0433619 -0.00160359 -0.000679621 -0.0120516 0.226207 0.124107 -0.0030268
-34 -74 10 -11.3074 11.9296 2.50067 -6.2316 6.33631 1.06606 0.00271348 -0.000953158 0.0363026 -0.0015886 -0.000359656 -0.0173214 0.163045 0.153821 -0.00464293
-33.5 -74 10 -15.4545 8.11653 2.50326 -6.95785 1.56699 0.764428 0.00253425 -0.000398935 0.0299975 -0.00158179 -2.5059e-05 -0.0196479 0.106853 0.166012 -0.00587551
-33 -74 10 -18.172 5.37743 2.39742 -6.14487 -0.812973 0.513335 0.00232667 -0.000259204 0.0256959 -0.00166126 -2.48598e-05 -0.0204941 0.0777367 0.17287 -0.00449951
-32.5 -74 10 -19.7591 3.05389 2.26595 -5.31694 -1.77242 0.371065 0.00219232 -0.000165239 0.0228188 -0.00164493 -5.29608e-05 -0.0198675 0.0526469 0.174801 -0.00303202
-32 -74 10 -20.5919 1.54622 2.12976 -4.52432 -1.65041 0.303267 0.00210781 1.55651e-05 0.0215389 -0.00157637 -5.36989e-05 -0.0186323 0.032019 0.18162 -0.00296917
-31.5 -74 10 -21.0634 0.641914 2.06889 -3.79884 -1.26702 0.268086 0.00201772 -3.40194e-05 0.021029 -0.00152736 -0.000121787 -0.0173386 0.0177851 0.190421 -0.00102559
-31 -74 10 -21.197 -0.0325766 2.02564 -3.45011 -1.08235 0.314913 0.00207248 8.69065e-06 0.0209368 -0.00144811 -0.000177969 -0.016513 0.00861461 0.195284 -0.000535025
-30.5 -74 10 -21.1795 -0.290734 1.8677 -2.76909 -0.83421 0.207459 0.00200766 0.000162612 0.0205976 -0.0013989 -0.000154147 -0.0164208 0.00371911 0.197118 -0.00180024
-30 -74 10 -21.1504 -0.250527 1.65417 -2.84958 -0.347582 0.0897634 0.00180513 8.56242e-06 0.0211811 -0.00135917 -0.000183196 -0.0158723 0.000106389 0.202812 0.000160372
-29.5 -74 10 -21.1347 -0.239766 1.58621 -2.68145 -0.104178 0.0605892 0.00174462 6.6509e-05 0.0214624 -0.00133027 -0.00019668 -0.0159317 -0.0017899 0.206783 -0.000299272
-29 -74 10 -21.1512 -0.271112 1.53904 -2.73477 -0.0283529 0.0189528 0.00171286 0.000198824 0.0218641 -0.00131257 -0.000208941 -0.0160684 -0.00288704 0.21056 -0.0016034
-28.5 -74 10 -21.0225 -0.196512 1.56994 -2.38663 -0.0115746 0.117837 0.00172236 0.000163858 0.021766 -0.00126456 -0.000236326 -0.0161507 -0.00215986 0.210792 -0.00127843
-28 -74 10 -20.7443 -0.0414585 1.47823 -2.54504 -0.0108726 0.140524 0.00162755 3.49756e-05 0.0220795 -0.00114508 -0.000246083 -0.0154443 -0.000382291 0.21048 -2.21133e-05
-27.5 -74 10 -20.7885 -0.0993203 1.41384 -3.1912 -0.183132 0.118479 0.00152756 -2.94753e-05 0.0226235 -0.00114058 -0.000223997 -0.0151565 0.000298435 0.211983 0.000635204
-27 -74 10 -21.1569 -0.0931182 1.68665 -2.46931 -0.0301428 0.413026 0.00168513 0.000173351 0.0217339 -0.00116087 -0.00011995 -0.0166414 -0.000882521 0.210546 -0.00162473
-26.5 -74 10 -21.0394 -0.246342 1.60106 -2.81333 -0.255428 0.464023 0.00174612 -2.74587e-05 0.0220148 -0.00102401 -0.000259698 -0.0161941 -0.000561145 0.20997 0.000738457
-26 -74 10 -21.0175 -0.153609 1.57518 -2.1926 -0.1998 0.354932 0.00154496 -0.000139593 0.0214099 -0.00112804 -0.000290758 -0.0168464 0.000200122 0.20754 0.00179167
-25.5 -74 10 -21.1902 -0.025584 1.50654 -2.74815 -0.129116 0.302563 0.00150261 0.0001012 0.0223688 -0.0010961 -0.000174793 -0.0162238 0.000711452 0.215673 -0.000883593
-25 -74 10 -21.2731 0.171054 1.24705 -2.23343 0.127525 0.125437 0.00130596 -5.25643e-05 0.0216021 -0.00102538 -0.000189708 -0.0169731 0.000809982 0.211567 0.000724637
-24.5 -74 10 -21.2317 0.147856 1.2199 -2.81702 0.0879841 0.118645 0.00133586 -0.00011673 0.0221635 -0.000964751 -0.000221435 -0.0162423 0.00100831 0.213164 0.00149476
-24 -74 10 -21.2949 0.126491 1.15594 -2.508 0.152027 -0.000235949 0.00125752 -8.26917e-05 0.0217625 -0.00100274 -0.000221614 -0.0167629 0.000149931 0.211421 0.00115505
