# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
30 -75 10 -7.20431 -0.351063 -0.644111 -10.3195 -0.0818484 -0.949803 -0.00416407 0.0012291 0.0511448 0.000259136 -0.00119858 -0.000137467 -0.00914528 0.18474 0.00103662
30 -74.5 10 -7.20542 -0.526661 -0.655346 -8.77276 -0.0785398 -0.833601 -0.00392261 0.00115303 0.049088 0.000580359 -0.00118306 -0.00295181 -0.0129257 0.164945 2.5168e-05
30 -74 10 -7.06953 -0.912867 -0.61202 -7.20213 -0.124155 -0.677564 -0.00355386 0.000930913 0.0456294 0.000992299 -0.00128651 -0.00712688 -0.0205354 0.136376 -0.000218237
30 -73.5 10 -6.8789 -1.33447 -0.563034 -5.64621 -0.135939 -0.539672 -0.0031693 0.000689283 0.041659 0.0013785 -0.0013869 -0.011587 -0.0271891 0.111093 -0.000476373
30 -73 10 -6.52406 -1.84391 -0.539226 -4.30703 -0.155653 -0.462167 -0.00285025 0.000573028 0.0375099 0.00163658 -0.00135979 -0.0153786 -0.0335454 0.0896307 -0.00144135
30 -72.5 10 -6.12136 -2.2137 -0.508396 -3.26446 -0.16211 -0.369692 -0.00248181 0.000471866 0.0342761 0.00188686 -0.00133497 -0.0176657 -0.0366334 0.0763557 -0.00185929
30 -72 10 -5.70246 -2.61246 -0.471723 -2.29467 -0.166516 -0.283729 -0.00215476 0.000409597 0.0309802 0.00210521 -0.00129964 -0.019721 -0.0389131 0.0659146 -0.00231607
30 -71.5 10 -5.25127 -2.97329 -0.418274 -1.54384 -0.113703 -0.218572 -0.00186709 0.000323276 0.028071 0.00224465 -0.00128041 -0.0210913 -0.0406049 0.0575686 -0.00250852
30 -71 10 -4.79809 -3.3251 -0.363051 -0.8611 -0.0603105 -0.157384 -0.0015999 0.000234308 0.0253476 0.00236373 -0.00125777 -0.0222624 -0.0415268 0.0513293 -0.00260922
30 -70.5 10 -4.33483 -3.63221 -0.310893 -0.339576 -0.00390136 -0.112884 -0.00139775 0.000159916 0.0229687 0.00242719 -0.00122714 -0.0229099 -0.0417133 0.0459732 -0.00267197
