# x y z jRe_x jRe_y jRe_z jIm_x jIm_y jIm_z BRe_x BRe_y BRe_z BIm_x BIm_y BIm_z F_x F_y F_z
# 1e-3 1e-3 1e-3 1e+6 1e+6 1e+6 1e+6 1e+6 1e+6 1 1 1 1 1 1 1e+6 1e+6 1e+6
30 -75 10 -7.19172 -0.338874 -0.631419 -10.3577 0.0137574 -0.975266 -0.00418779 0.00117066 0.0512475 0.000218126 -0.00128178 3.82893e-06 -0.00893864 0.185514 0.00171756
30 -74.5 10 -7.17472 -0.521357 -0.620682 -8.74782 -0.0756428 -0.838538 -0.00393598 0.00106199 0.0490808 0.000562522 -0.00132218 -0.00298097 -0.0129063 0.164018 0.000968628
30 -74 10 -7.08084 -0.916379 -0.613289 -7.16684 -0.0818804 -0.708938 -0.00361639 0.000928116 0.0454463 0.000911278 -0.00130315 -0.00743359 -0.020696 0.135047 -0.00023586
30 -73.5 10 -6.83917 -1.37026 -0.586075 -5.72965 -0.142913 -0.577624 -0.0032249 0.000798149 0.0417054 0.00130085 -0.00130124 -0.0114495 -0.0278974 0.110384 -0.00111803
30 -73 10 -6.53554 -1.77268 -0.546297 -4.37884 -0.187541 -0.448293 -0.00283116 0.000665857 0.0379454 0.00166607 -0.00130953 -0.0149933 -0.0323383 0.0915701 -0.00166191
30 -72.5 10 -6.13354 -2.21529 -0.492004 -3.22545 -0.146676 -0.356984 -0.00247572 0.000510126 0.0342058 0.00191675 -0.00132323 -0.0177882 -0.0366939 0.0764807 -0.00203208
30 -72 10 -5.7087 -2.6049 -0.441801 -2.2789 -0.139465 -0.287776 -0.00217178 0.000377508 0.0308886 0.00210116 -0.00131354 -0.0197942 -0.0389562 0.0657898 -0.00226294
30 -71.5 10 -5.26961 -3.0078 -0.415835 -1.50841 -0.155585 -0.217284 -0.00185769 0.000307033 0.0280654 0.00225788 -0.00128422 -0.0211785 -0.0406357 0.0581148 -0.00245854
30 -71 10 -4.79431 -3.30559 -0.357442 -0.85696 -0.0747694 -0.157735 -0.00161695 0.000213291 0.0253469 0.00236211 -0.00127154 -0.0222524 -0.0411235 0.0513284 -0.00255065
30 -70.5 10 -4.33667 -3.6327 -0.30809 -0.321141 -0.0155418 -0.108864 -0.0013838 0.000157473 0.0229664 0.00243694 -0.00123156 -0.0229101 -0.0415798 0.0462007 -0.00263823
30 -70 10 -3.8863 -3.9341 -0.265652 0.117646 0.0792614 -0.067982 -0.00115788 0.000125386 0.0207048 0.00248416 -0.0011836 -0.0233557 -0.0416766 0.0416757 -0.00268932
30 -69.5 10 -3.46218 -4.19165 -0.224827 0.466795 0.153932 -0.0372216 -0.000939082 6.52177e-05 0.018745 0.00250673 -0.00113072 -0.0235256 -0.0411106 0.037999 -0.00253789
30 -69 10 -3.06689 -4.43396 -0.185555 0.718783 0.278721 -0.0129202 -0.00078611 3.75469e-05 0.0169285 0.00253199 -0.0011026 -0.0235475 -0.0408154 0.0344783 -0.00254949
30 -68.5 10 -2.68189 -4.63073 -0.148237 0.909042 0.361884 0.010366 -0.000652929 3.79239e-05 0.0157311 0.00253639 -0.00105263 -0.0233699 -0.0406435 0.0317782 -0.00250001
30 -68 10 -2.33579 -4.8202 -0.116927 1.05479 0.445553 0.0220851 -0.000516987 1.08713e-05 0.0145732 0.00253877 -0.00102417 -0.0230446 -0.0402447 0.0292318 -0.00236441
30 -67.5 10 -2.02993 -4.99193 -0.0824861 1.14792 0.608711 0.0268812 -0.000420575 -1.02256e-05 0.0132648 0.00249988 -0.000981396 -0.02279 -0.0400318 0.0265947 -0.0023635
30 -67 10 -1.73497 -5.12855 -0.0553399 1.1907 0.706034 0.0370437 -0.00032253 -4.82314e-06 0.0125441 0.00248715 -0.000950683 -0.0224034 -0.0400578 0.0242747 -0.00226687
