# x z (y=0) lx ly lz
0 0 0.000875978 -0.000292845 -1.83851e-05
0 0.5 0.000528788 -7.56774e-05 -0.000308163
0 1 0.000185447 0.000140178 -0.000612089
0 1.5 -0.000156147 0.000355271 -0.000929576
0 2 -0.000395379 0.000440941 -0.00129469
0 2.5 -0.000381529 0.000280171 -0.00173063
0 3 -0.000361651 0.000109304 -0.0022151
0 3.5 -0.000341364 -6.15799e-05 -0.00274487
0 4 -0.000149239 -0.000237775 -0.00325608
0 4.5 0.000217104 -0.000241128 -0.00376904
0 5 0.000583388 -0.000243396 -0.00435923
0 5.5 0.000769425 -0.00019972 -0.00496079
0 6 0.000438607 -2.7468e-05 -0.00546881
0 6.5 0.000107826 0.000143998 -0.00608286
0 7 -0.000256579 3.22766e-05 -0.0066604
0 7.5 -0.000186399 -0.000278819 -0.00731796
0 8 7.05637e-06 -0.000205563 -0.00805283
0 8.5 0.000387672 -0.000238574 -0.00893561
0 9 8.51263e-05 0.000247825 -0.0102359
0 9.5 -0.000142611 0.000207809 -0.0111614
0 10 -0.000364551 0.00012364 -0.0122308
0 10.5 -0.000286869 0.000249976 -0.0134791
0 11 0.000228787 0.000306985 -0.0148351
0 11.5 0.000300797 0.000340925 -0.0164276
0 12 0.000238247 0.000121237 -0.0182907
0 12.5 -0.000399336 0.000161301 -0.0200549
0 13 -0.00025503 4.92327e-05 -0.0220325
0 13.5 -0.000111395 -6.38847e-05 -0.0243151
0 14 -9.21021e-05 -0.00025585 -0.0267823
0 14.5 -0.000267802 -0.000183606 -0.0292749
0 15 -0.000437834 -9.76522e-05 -0.0321348
0 15.5 -0.000412749 -9.13142e-05 -0.0353642
0 16 -9.95273e-05 -0.000200821 -0.0390552
0 16.5 1.01633e-05 0.000139044 -0.0431479
0 17 -5.4714e-05 8.78262e-06 -0.0477388
0 17.5 -0.000166274 -0.00054084 -0.0529171
0 18 -0.000230047 -0.000480754 -0.0582889
0 18.5 -0.000386345 -0.00025103 -0.0634609
0 19 -0.0005413 -2.39365e-05 -0.0692179
0 19.5 -0.000577264 0.000305039 -0.0755914
0 20 -0.000272372 0.000632462 -0.0832357
0 20.5 -3.04788e-05 0.000890013 -0.0916836
0 21 0.000188488 0.00115622 -0.100879
0 21.5 -5.72076e-05 0.00117707 -0.110762
0 22 0.0001561 0.000520167 -0.121557
0 22.5 0.000749049 -0.000616476 -0.13323
0 23 0.00113387 -0.00185877 -0.145777
0 23.5 0.000685574 -0.00163599 -0.159266
0 24 0.000729233 -0.000337515 -0.173972
0 24.5 0.000762902 0.000965592 -0.189736
0 25 0.000693041 0.00225383 -0.20714
0 25.5 -0.000517469 0.00125512 -0.226624
0 26 -0.00122613 0.000944408 -0.247259
0 26.5 -0.0015529 0.00213608 -0.268298
0 27 -0.00175074 0.00330948 -0.290731
0 27.5 -0.00113529 0.00113611 -0.315501
0 28 -0.00112015 -0.00178932 -0.342622
0 28.5 -0.000852283 -0.00134751 -0.371526
0 29 0.00130758 -0.000184475 -0.3999
0 29.5 -0.0017627 0.00199873 -0.419587
0 30 -0.00433037 0.00433078 -0.438441
0.5 0 0.000941269 0.0265824 -0.000120089
0.5 0.5 0.000588931 0.0267993 -0.000414689
0.5 1 0.000236651 0.0270159 -0.000722277
0.5 1.5 -8.43946e-05 0.0271191 -0.00104892
0.5 2 -0.000229916 0.0269488 -0.00142387
0.5 2.5 -0.000183164 0.0267364 -0.00188288
0.5 3 -0.000183235 0.0265649 -0.00237107
0.5 3.5 -0.000121628 0.0263174 -0.00288444
0.5 4 5.12257e-05 0.0258815 -0.00342517
0.5 4.5 0.000296797 0.0256205 -0.00407229
0.5 5 0.000747767 0.0254056 -0.00463204
0.5 5.5 0.000763415 0.0254235 -0.00513359
0.5 6 0.000535858 0.0254317 -0.00555549
0.5 6.5 0.000123617 0.0253771 -0.00603062
0.5 7 -0.000252075 0.0251533 -0.00660097
0.5 7.5 -0.0002794 0.0245906 -0.00734077
0.5 8 -0.000269818 0.0241544 -0.00819558
0.5 8.5 -3.5967e-05 0.0241726 -0.00908043
0.5 9 -0.000292093 0.0243772 -0.0101249
0.5 9.5 -0.000573876 0.0242886 -0.011008
0.5 10 -0.000568895 0.0240184 -0.0121882
0.5 10.5 -0.000697262 0.0236272 -0.0135672
0.5 11 -0.000440176 0.0229669 -0.0148538
0.5 11.5 -0.000438091 0.0224098 -0.0164192
0.5 12 -0.00052038 0.0219646 -0.018268
0.5 12.5 -0.000750886 0.0218695 -0.020085
0.5 13 -0.000667906 0.0215759 -0.0220768
0.5 13.5 -0.000671691 0.0210279 -0.0243758
0.5 14 -0.00116657 0.0200398 -0.026874
0.5 14.5 -0.00109325 0.0195576 -0.0293368
0.5 15 -0.00144274 0.0195324 -0.0321749
0.5 15.5 -0.00173963 0.0190507 -0.0354007
0.5 16 -0.00133762 0.0186157 -0.0389988
0.5 16.5 -0.00145758 0.0179949 -0.0431094
0.5 17 -0.00165111 0.017261 -0.0477798
0.5 17.5 -0.00166666 0.016498 -0.0529078
0.5 18 -0.00179975 0.0149964 -0.0584117
0.5 18.5 -0.0019837 0.0145347 -0.064116
0.5 19 -0.00223595 0.0146949 -0.0699824
0.5 19.5 -0.00220197 0.0148764 -0.0764574
0.5 20 -0.00139503 0.0141122 -0.0834935
0.5 20.5 -0.00098681 0.0138684 -0.0915529
0.5 21 -0.00176338 0.0137645 -0.101007
0.5 21.5 -0.00169535 0.0122517 -0.111259
0.5 22 -0.00150001 0.0112942 -0.12212
0.5 22.5 -0.00151947 0.00998373 -0.133388
0.5 23 -0.000922882 0.00861246 -0.145935
0.5 23.5 -0.000392528 0.00781716 -0.159518
0.5 24 -0.00042495 0.00846314 -0.17417
0.5 24.5 -0.00103984 0.00962654 -0.190159
0.5 25 -0.00216979 0.00843206 -0.207422
0.5 25.5 -0.00364181 0.00736954 -0.227021
0.5 26 -0.00216587 0.00533917 -0.246881
0.5 26.5 -0.00308505 0.00694275 -0.268573
0.5 27 -0.0035191 0.00762188 -0.291812
0.5 27.5 -0.003534 0.00380154 -0.315851
0.5 28 -0.00320948 -8.88694e-05 -0.341581
0.5 28.5 -0.00242038 0.00079111 -0.370324
0.5 29 -0.000731511 0.00219357 -0.399682
0.5 29.5 -0.00210261 0.00405341 -0.422831
0.5 30 -0.00143343 0.00264911 -0.438873
1 0 0.000906666 0.0534906 -0.000191646
1 0.5 0.000637405 0.0536753 -0.000521125
1 1 0.000312336 0.0537863 -0.000837446
1 1.5 7.54428e-05 0.053648 -0.00117649
1 2 -0.000127647 0.0534986 -0.00153923
1 2.5 -3.75051e-05 0.0532329 -0.00202294
1 3 -1.98525e-05 0.0530285 -0.00252697
1 3.5 0.000138284 0.0526284 -0.0030043
1 4 0.00029036 0.05219 -0.00355111
1 4.5 0.000439479 0.0517977 -0.00418255
1 5 0.000638878 0.0515983 -0.00488652
1 5.5 0.00045778 0.0512967 -0.00518155
1 6 0.000604847 0.0508219 -0.00551537
1 6.5 5.38493e-05 0.0507204 -0.00596429
1 7 -0.000273558 0.0502622 -0.00656474
1 7.5 -0.000340248 0.0497022 -0.0072963
1 8 -0.000407751 0.0491402 -0.00817139
1 8.5 -0.0004579 0.0485934 -0.00922042
1 9 -0.000481903 0.0482544 -0.0100973
1 9.5 -0.000755808 0.0479298 -0.0111312
1 10 -0.00103052 0.0476046 -0.0123576
1 10.5 -0.00118884 0.046755 -0.0135979
1 11 -0.00120914 0.0455114 -0.0148778
1 11.5 -0.00125695 0.0449538 -0.016437
1 12 -0.00140455 0.0443635 -0.0182656
1 12.5 -0.00104955 0.043073 -0.0201502
1 13 -0.0011212 0.0425412 -0.0221469
1 13.5 -0.00142915 0.0415851 -0.0244441
1 14 -0.00212138 0.0405742 -0.026898
1 14.5 -0.00222248 0.0397784 -0.0294318
1 15 -0.00226037 0.039355 -0.0322401
1 15.5 -0.00298128 0.0381512 -0.0355135
1 16 -0.00271775 0.0376328 -0.0391203
1 16.5 -0.00277898 0.0359262 -0.0434553
1 17 -0.00279898 0.0343645 -0.0476331
1 17.5 -0.00290227 0.0335977 -0.052775
1 18 -0.00336657 0.0318081 -0.0581357
1 18.5 -0.00378719 0.0302535 -0.0641252
1 19 -0.00394383 0.029382 -0.070864
1 19.5 -0.00383704 0.0294151 -0.0773348
1 20 -0.00324436 0.0285134 -0.0844138
1 20.5 -0.00298253 0.0268557 -0.0921789
1 21 -0.0037758 0.0259989 -0.101395
1 21.5 -0.00358701 0.0242834 -0.111542
1 22 -0.0032848 0.0222357 -0.122441
1 22.5 -0.00340195 0.0206487 -0.133575
1 23 -0.00246302 0.0190569 -0.145692
1 23.5 -0.00208373 0.0174338 -0.159195
1 24 -0.00264179 0.0167771 -0.174789
1 24.5 -0.00371027 0.017291 -0.19078
1 25 -0.00476788 0.0150775 -0.207532
1 25.5 -0.00565293 0.0136428 -0.226842
1 26 -0.00407782 0.0113421 -0.246592
1 26.5 -0.00348047 0.0110979 -0.267825
1 27 -0.00435122 0.0103268 -0.290666
1 27.5 -0.00503901 0.00545725 -0.314416
1 28 -0.00449944 0.00193793 -0.340326
1 28.5 -0.00315983 0.00282837 -0.368659
1 29 -0.00242686 0.00444926 -0.39867
1 29.5 -0.00166742 0.00526693 -0.425304
1 30 0.000826084 0.00093062 -0.43877
1.5 0 0.000827298 0.0804112 -0.000252555
1.5 0.5 0.000709112 0.0804542 -0.000629406
1.5 1 0.000467308 0.0803158 -0.00095761
1.5 1.5 0.000222946 0.0801765 -0.00130398
1.5 2 -2.39735e-05 0.0800362 -0.0016685
1.5 2.5 3.67986e-05 0.0797814 -0.00214391
1.5 3 0.000197758 0.0793898 -0.00262868
1.5 3.5 0.000383147 0.0789393 -0.00312403
1.5 4 0.000514101 0.0784983 -0.00367689
1.5 4.5 0.000615886 0.0780635 -0.00430931
1.5 5 0.000188163 0.0778596 -0.00471692
1.5 5.5 -0.000454824 0.0777833 -0.00508741
1.5 6 -0.000417496 0.0772547 -0.00553133
1.5 6.5 -0.000165256 0.0764602 -0.0060033
1.5 7 -0.000434454 0.0753456 -0.00668211
1.5 7.5 -0.000578567 0.0747264 -0.00743165
1.5 8 -0.000689285 0.0741648 -0.00832174
1.5 8.5 -0.000818428 0.0732861 -0.0092963
1.5 9 -0.00100446 0.0719963 -0.0102446
1.5 9.5 -0.0012358 0.0715156 -0.0113
1.5 10 -0.00157402 0.0711846 -0.0125331
1.5 10.5 -0.00169561 0.0698832 -0.0136284
1.5 11 -0.00181657 0.0685362 -0.0149247
1.5 11.5 -0.00207721 0.067499 -0.0164547
1.5 12 -0.00212788 0.0665463 -0.018267
1.5 12.5 -0.00205379 0.0649117 -0.020263
1.5 13 -0.0020596 0.0636473 -0.0222382
1.5 13.5 -0.00239867 0.062547 -0.0245241
1.5 14 -0.00318217 0.0612803 -0.0269237
1.5 14.5 -0.00351598 0.0600146 -0.0295521
1.5 15 -0.00331741 0.0589163 -0.0323756
1.5 15.5 -0.00405382 0.057454 -0.0356205
1.5 16 -0.00382763 0.0559483 -0.0393551
1.5 16.5 -0.00406744 0.0536104 -0.0437905
1.5 17 -0.00410988 0.0518072 -0.0478915
1.5 17.5 -0.00425041 0.0505163 -0.0525581
1.5 18 -0.00484512 0.0485745 -0.057923
1.5 18.5 -0.00522728 0.0465671 -0.0639805
1.5 19 -0.00552514 0.0456106 -0.0707719
1.5 19.5 -0.00568316 0.0435767 -0.0777607
1.5 20 -0.00589933 0.0414498 -0.08523
1.5 20.5 -0.00568293 0.0396941 -0.0930624
1.5 21 -0.00552466 0.0380167 -0.101723
1.5 21.5 -0.00550266 0.0361217 -0.111717
1.5 22 -0.00533451 0.0333435 -0.1222
1.5 22.5 -0.00466411 0.0312345 -0.133492
1.5 23 -0.00409232 0.0295136 -0.145791
1.5 23.5 -0.00489347 0.0274478 -0.159672
1.5 24 -0.00547217 0.0262948 -0.175347
1.5 24.5 -0.00636597 0.0242566 -0.191253
1.5 25 -0.00741108 0.0218183 -0.20777
