# x z lx ly lz
4.5 0.5 0.00112679 0.242082 -0.000447443
4.5 1 0.00145921 0.242007 -0.000800885
4.5 1.5 0.00125956 0.241691 -0.00129453
4.5 2 0.000751573 0.241189 -0.00187576
4.5 2.5 0.000461487 0.240494 -0.00237754
4.5 3 0.000218452 0.239456 -0.00288523
4.5 3.5 7.72752e-05 0.238588 -0.00333694
4.5 4 -3.59659e-06 0.237679 -0.00395395
4.5 4.5 -0.000185335 0.236723 -0.00463292
4.5 5 -0.000434999 0.23537 -0.00514915
4.5 5.5 -0.000678922 0.233985 -0.00574156
4.5 6 -0.00109131 0.232182 -0.00649266
4.5 6.5 -0.00155273 0.230279 -0.00734554
4.5 7 -0.00197914 0.228108 -0.00810349
4.5 7.5 -0.00235308 0.225864 -0.00879504
4.5 8 -0.00258516 0.223629 -0.00990411
4.5 8.5 -0.00306109 0.221486 -0.010808
4.5 9 -0.00344948 0.21922 -0.011775
4.5 9.5 -0.00402689 0.216371 -0.0127242
4.5 10 -0.0046532 0.21359 -0.0138159
4.5 10.5 -0.00505429 0.210353 -0.0152859
4.5 11 -0.00557668 0.206782 -0.0170014
4.5 11.5 -0.00631102 0.203678 -0.0183692
4.5 12 -0.00688559 0.200731 -0.019949
4.5 12.5 -0.00749635 0.197493 -0.0217358
4.5 13 -0.00824267 0.193287 -0.0236914
4.5 13.5 -0.00871817 0.189268 -0.025819
4.5 14 -0.00914747 0.185553 -0.028247
4.5 14.5 -0.00973884 0.181485 -0.0309633
4.5 15 -0.0106111 0.176688 -0.0340202
4.5 15.5 -0.0114365 0.17189 -0.0375351
4.5 16 -0.0119376 0.167411 -0.0410357
4.5 16.5 -0.0121021 0.162963 -0.0448997
4.5 17 -0.012933 0.158372 -0.0491274
4.5 17.5 -0.0138154 0.153763 -0.0538152
4.5 18 -0.0142764 0.14832 -0.0587075
4.5 18.5 -0.0144892 0.142794 -0.0641152
4.5 19 -0.0145601 0.137556 -0.069926
4.5 19.5 -0.0160131 0.132327 -0.0764516
4.5 20 -0.0173371 0.127009 -0.0836501
4.5 20.5 -0.0162224 0.12058 -0.0926549
4.5 21 -0.0174518 0.114795 -0.101472
4.5 21.5 -0.0176602 0.10832 -0.110874
4.5 22 -0.017691 0.101635 -0.120806
4.5 22.5 -0.0185659 0.0951237 -0.132499
4.5 23 -0.0183462 0.0890878 -0.145123
4.5 23.5 -0.0171072 0.0829808 -0.157682
4.5 24 -0.0170855 0.0768421 -0.172285
4.5 24.5 -0.0170007 0.070525 -0.188514
4.5 25 -0.0176844 0.0624431 -0.205373
4.5 25.5 -0.0172607 0.0554721 -0.222796
4.5 26 -0.0172247 0.0489739 -0.242752
4.5 26.5 -0.0176591 0.0423501 -0.264515
4.5 27 -0.0159187 0.0354619 -0.28678
4.5 27.5 -0.0148713 0.0282581 -0.310444
4.5 28 -0.0153497 0.0212942 -0.336416
4.5 28.5 -0.0123172 0.01556 -0.364152
4.5 29 -0.0124525 0.00667068 -0.395782
4.5 29.5 -0.0122521 0.00369826 -0.427926
4.5 30 -0.0104623 0.000179911 -0.445471
5 0 0.000730676 0.269502 -0.00014455
5 0.5 0.00103378 0.269391 -0.000559748
5 1 0.00122794 0.269188 -0.000971947
5 1.5 0.00116636 0.268865 -0.0014542
5 2 0.00075949 0.268445 -0.00199379
5 2.5 0.000208132 0.267955 -0.00244518
5 3 0.000243096 0.2667 -0.0028964
5 3.5 0.000197511 0.265467 -0.00353805
5 4 -0.000115291 0.264406 -0.00407699
5 4.5 -0.000383314 0.263249 -0.00472439
5 5 -0.000512316 0.261589 -0.00549407
5 5.5 -0.000900354 0.260056 -0.00609959
5 6 -0.00155453 0.258127 -0.00665545
5 6.5 -0.00207635 0.256183 -0.00751774
5 7 -0.00227989 0.253861 -0.0084014
5 7.5 -0.0026517 0.251379 -0.00928223
5 8 -0.00304824 0.249086 -0.0102297
5 8.5 -0.00354008 0.246652 -0.0111295
5 9 -0.0039904 0.243896 -0.0120737
5 9.5 -0.00478133 0.240791 -0.0130616
5 10 -0.00526609 0.237746 -0.0142187
5 10.5 -0.00572472 0.234283 -0.0155819
5 11 -0.00647917 0.230574 -0.0171497
5 11.5 -0.00709209 0.226839 -0.0187788
5 12 -0.00791933 0.223639 -0.0204428
5 12.5 -0.0086081 0.219368 -0.022171
5 13 -0.00922108 0.215166 -0.0241299
5 13.5 -0.00978989 0.210823 -0.0262321
5 14 -0.0104742 0.206376 -0.0287908
5 14.5 -0.0112096 0.201993 -0.0316622
5 15 -0.0121723 0.196822 -0.0345405
5 15.5 -0.0125839 0.191732 -0.0380651
5 16 -0.013242 0.186752 -0.0415855
5 16.5 -0.0135715 0.181811 -0.0454205
5 17 -0.0144396 0.176688 -0.0496805
5 17.5 -0.0153895 0.171462 -0.0541528
5 18 -0.0160398 0.165445 -0.0589056
5 18.5 -0.0162769 0.159319 -0.0641628
5 19 -0.0166511 0.152884 -0.0699632
5 19.5 -0.0171823 0.147125 -0.0767866
5 20 -0.0184829 0.141728 -0.0837355
5 20.5 -0.0181987 0.134513 -0.0915776
5 21 -0.0190671 0.127542 -0.101269
5 21.5 -0.0187468 0.120671 -0.110713
5 22 -0.0184633 0.113858 -0.120355
5 22.5 -0.0200031 0.106926 -0.13226
5 23 -0.0207214 0.0998907 -0.144566
5 23.5 -0.0200906 0.0932516 -0.156908
5 24 -0.019311 0.085654 -0.171245
5 24.5 -0.0194591 0.0774974 -0.187688
5 25 -0.0196004 0.069752 -0.204121
5 25.5 -0.0194244 0.061965 -0.221382
5 26 -0.0185588 0.0554239 -0.241448
5 26.5 -0.0193545 0.0468941 -0.261866
5 27 -0.0186071 0.0396489 -0.285437
5 27.5 -0.016062 0.0323918 -0.308341
5 28 -0.015337 0.0243892 -0.334556
5 28.5 -0.0141582 0.016806 -0.362021
5 29 -0.0128199 0.00798664 -0.392813
5 29.5 -0.0132634 0.0022787 -0.425238
5 30 -0.00996305 0.000381743 -0.442758
5.5 0 0.000485432 0.296956 -0.000195546
5.5 0.5 0.000916271 0.296816 -0.000621504
5.5 1 0.00108621 0.296735 -0.00108944
5.5 1.5 0.000894622 0.296225 -0.00160184
5.5 2 0.00055114 0.295695 -0.00207833
5.5 2.5 1.46239e-05 0.29519 -0.00255846
5.5 3 -0.000170277 0.294231 -0.00310196
5.5 3.5 0.000103317 0.292794 -0.00390151
5.5 4 -0.000406448 0.291251 -0.00416958
5.5 4.5 -0.000719156 0.289779 -0.00474023
5.5 5 -0.000806685 0.287962 -0.00565128
5.5 5.5 -0.00125831 0.286129 -0.00641094
5.5 6 -0.00196024 0.2842 -0.0069991
5.5 6.5 -0.00245611 0.28206 -0.00771633
5.5 7 -0.00269014 0.279712 -0.00864932
5.5 7.5 -0.00313361 0.277208 -0.00959497
5.5 8 -0.00360399 0.27452 -0.0105306
5.5 8.5 -0.004031 0.271478 -0.0113873
5.5 9 -0.00453917 0.268645 -0.0123508
5.5 9.5 -0.00534693 0.265385 -0.0134778
5.5 10 -0.00590771 0.262061 -0.0146614
5.5 10.5 -0.00654213 0.258237 -0.0157542
5.5 11 -0.00747821 0.254303 -0.0172694
5.5 11.5 -0.00810568 0.250336 -0.0190702
5.5 12 -0.00867252 0.24598 -0.0209245
5.5 12.5 -0.00947593 0.241652 -0.0227216
5.5 13 -0.010211 0.237092 -0.0245732
5.5 13.5 -0.010813 0.232472 -0.0267914
5.5 14 -0.0116776 0.22743 -0.0295539
5.5 14.5 -0.0127293 0.222504 -0.0323516
5.5 15 -0.0132937 0.21716 -0.0352965
5.5 15.5 -0.0136663 0.211689 -0.0386209
5.5 16 -0.0145373 0.206363 -0.042176
5.5 16.5 -0.0151303 0.200238 -0.0459906
5.5 17 -0.015863 0.194759 -0.0501511
5.5 17.5 -0.0170258 0.188793 -0.0543173
5.5 18 -0.0178135 0.18236 -0.0591926
5.5 18.5 -0.0182802 0.175638 -0.0644512
5.5 19 -0.01918 0.16858 -0.070307
5.5 19.5 -0.0195963 0.162815 -0.0765355
5.5 20 -0.0195875 0.156647 -0.0837238
5.5 20.5 -0.0196364 0.147912 -0.0921008
5.5 21 -0.0205985 0.140066 -0.101428
5.5 21.5 -0.0206997 0.132792 -0.110589
5.5 22 -0.0212908 0.12528 -0.120295
5.5 22.5 -0.0227303 0.117621 -0.132051
5.5 23 -0.0228683 0.109846 -0.14387
5.5 23.5 -0.0221796 0.102616 -0.156017
5.5 24 -0.020622 0.0941769 -0.170176
5.5 24.5 -0.0213865 0.0856351 -0.18571
5.5 25 -0.022186 0.077486 -0.202096
5.5 25.5 -0.0215544 0.0690462 -0.220395
5.5 26 -0.0198194 0.0618199 -0.240014
5.5 26.5 -0.0208425 0.0522307 -0.259559
5.5 27 -0.0200915 0.0440966 -0.284101
5.5 27.5 -0.0173114 0.0346121 -0.308773
5.5 28 -0.0175779 0.025825 -0.333561
5.5 28.5 -0.0162235 0.0180741 -0.360811
5.5 29 -0.012194 0.00954732 -0.391269
5.5 29.5 -0.0127656 0.00340658 -0.417304
5.5 30 -0.0138352 -1.94134e-05 -0.436385
6 0 6.05876e-06 0.324517 -0.000214086
6 0.5 0.000312568 0.324539 -0.000705286
6 1 0.000656502 0.324343 -0.00118469
6 1.5 0.000650994 0.323749 -0.00153083
6 2 0.000462653 0.323121 -0.00195446
6 2.5 -0.000141489 0.322572 -0.0025281
6 3 -0.000556293 0.321659 -0.00338543
6 3.5 -0.000253512 0.320135 -0.00412302
6 4 -0.000644213 0.318362 -0.00450539
6 4.5 -0.00108184 0.316739 -0.00500017
6 5 -0.00124935 0.314894 -0.0059326
6 5.5 -0.00171045 0.312771 -0.00660071
6 6 -0.00236334 0.310597 -0.00732455
6 6.5 -0.00273035 0.308305 -0.00807215
6 7 -0.00314641 0.30578 -0.00900222
6 7.5 -0.00377141 0.303029 -0.0099757
6 8 -0.00432207 0.300237 -0.0108739
6 8.5 -0.00474612 0.297041 -0.0118078
6 9 -0.0051683 0.293624 -0.0128739
6 9.5 -0.00597329 0.290018 -0.0139853
6 10 -0.00679118 0.286298 -0.0151078
6 10.5 -0.00758047 0.282397 -0.0162491
6 11 -0.00813814 0.27801 -0.0177928
6 11.5 -0.00893842 0.273533 -0.0196088
6 12 -0.00966957 0.268937 -0.0215181
6 12.5 -0.010455 0.264081 -0.0233329
6 13 -0.0111807 0.259357 -0.0251319
6 13.5 -0.0120214 0.254433 -0.0273729
6 14 -0.0129408 0.24935 -0.0300676
6 14.5 -0.0139296 0.243155 -0.0327825
6 15 -0.0144803 0.237278 -0.03571
6 15.5 -0.0149859 0.23153 -0.0391179
6 16 -0.0159229 0.225403 -0.0426514
6 16.5 -0.0167179 0.219101 -0.0464808
6 17 -0.0174124 0.212465 -0.0504743
6 17.5 -0.0184928 0.206295 -0.0548668
6 18 -0.019106 0.199325 -0.0598421
6 18.5 -0.0203233 0.191648 -0.0653132
6 19 -0.0200057 0.184611 -0.070875
6 19.5 -0.0205266 0.178113 -0.0773115
6 20 -0.0219747 0.170264 -0.0843667
6 20.5 -0.0211672 0.161072 -0.0928255
6 21 -0.0222875 0.153425 -0.101748
6 21.5 -0.023132 0.145297 -0.110433
6 22 -0.023722 0.136829 -0.120078
6 22.5 -0.0244946 0.129329 -0.131548
6 23 -0.0241386 0.120302 -0.14372
6 23.5 -0.0241737 0.111739 -0.156374
6 24 -0.0220161 0.10377 -0.169684
6 24.5 -0.0236547 0.0932576 -0.186187
6 25 -0.0234605 0.0852317 -0.202625
6 25.5 -0.0224684 0.0763456 -0.220693
6 26 -0.0216468 0.0672536 -0.239456
6 26.5 -0.0223602 0.0578543 -0.258515
6 27 -0.0212229 0.0476673 -0.282579
6 27.5 -0.0193687 0.0385336 -0.307793
6 28 -0.0198734 0.0291052 -0.330691
6 28.5 -0.018125 0.0199159 -0.358033
6 29 -0.0146383 0.0115925 -0.389236
6 29.5 -0.0136662 0.00472249 -0.415422
6 30 -0.0162685 0.00086493 -0.435296
6.5 0 -0.000421042 0.352029 -0.000128627
6.5 0.5 -0.000311787 0.352016 -0.000784094
6.5 1 3.34641e-05 0.351819 -0.00144182
6.5 1.5 0.000213391 0.35135 -0.00181049
6.5 2 0.000216644 0.350591 -0.00187082
6.5 2.5 -0.00012866 0.349789 -0.0025156
6.5 3 -0.000658923 0.348771 -0.0034386
6.5 3.5 -0.000585491 0.347638 -0.00445905
6.5 4 -0.00108279 0.34568 -0.00489259
6.5 4.5 -0.00154795 0.343722 -0.00533192
6.5 5 -0.00189805 0.341801 -0.00608962
6.5 5.5 -0.00232311 0.339727 -0.00682481
6.5 6 -0.00280155 0.337323 -0.00761818
6.5 6.5 -0.00310628 0.334544 -0.00845069
6.5 7 -0.00369207 0.331854 -0.00934782
6.5 7.5 -0.00440601 0.329145 -0.0103748
6.5 8 -0.00495737 0.325736 -0.0113249
6.5 8.5 -0.00537656 0.322377 -0.0123525
6.5 9 -0.0058848 0.318966 -0.0134665
6.5 9.5 -0.00678951 0.314855 -0.0144284
6.5 10 -0.00755484 0.310675 -0.015543
6.5 10.5 -0.00831895 0.306373 -0.0168358
6.5 11 -0.00915424 0.301612 -0.0184486
6.5 11.5 -0.00980721 0.296943 -0.0202246
6.5 12 -0.0106273 0.29201 -0.0221866
6.5 12.5 -0.0113952 0.286775 -0.0239387
6.5 13 -0.0122032 0.281542 -0.0256363
6.5 13.5 -0.013329 0.276547 -0.0278888
6.5 14 -0.0142354 0.270536 -0.0304639
6.5 14.5 -0.0151594 0.264318 -0.0332355
6.5 15 -0.0157651 0.257609 -0.0361857
6.5 15.5 -0.0164214 0.250981 -0.0396538
6.5 16 -0.0173534 0.244535 -0.0429899
6.5 16.5 -0.0182114 0.237822 -0.0464758
6.5 17 -0.0192316 0.230972 -0.0506844
6.5 17.5 -0.0201045 0.22412 -0.0552856
6.5 18 -0.0207336 0.216126 -0.0604235
6.5 18.5 -0.0219737 0.207752 -0.0659451
6.5 19 -0.0219016 0.20056 -0.071691
6.5 19.5 -0.0226936 0.192646 -0.0778138
6.5 20 -0.0243342 0.184443 -0.0848336
6.5 20.5 -0.0233455 0.175501 -0.0928085
6.5 21 -0.0238226 0.167198 -0.101191
6.5 21.5 -0.0252212 0.157439 -0.110729
6.5 22 -0.0254723 0.149424 -0.120041
6.5 22.5 -0.0262405 0.140613 -0.130927
6.5 23 -0.0267689 0.130628 -0.143068
6.5 23.5 -0.0259361 0.121958 -0.156515
6.5 24 -0.0249979 0.112088 -0.16976
6.5 24.5 -0.0254921 0.101395 -0.184741
6.5 25 -0.0256626 0.0922653 -0.200601
6.5 25.5 -0.0246082 0.0832384 -0.21891
6.5 26 -0.0233992 0.0729087 -0.237921
6.5 26.5 -0.0235145 0.0636608 -0.257209
6.5 27 -0.0226575 0.0532854 -0.28091
6.5 27.5 -0.0214502 0.0429816 -0.3058
6.5 28 -0.0217829 0.0333131 -0.328299
6.5 28.5 -0.0199946 0.0226409 -0.35565
6.5 29 -0.0160303 0.0115362 -0.387527
6.5 29.5 -0.0146216 0.00141504 -0.419448
6.5 30 -0.0164516 0.00153125 -0.4348
7 0 -0.000507075 0.379888 -3.90634e-05
7 0.5 -0.000494466 0.379888 -0.000841424
7 1 -0.000697796 0.379721 -0.00172388
7 1.5 -0.000388634 0.379141 -0.00228809
7 2 -0.000107139 0.378152 -0.00234921
7 2.5 -0.000227926 0.377071 -0.00275904
7 3 -0.000711784 0.375935 -0.003598
7 3.5 -0.00122322 0.374831 -0.00452289
7 4 -0.00163791 0.372984 -0.00510934
7 4.5 -0.00212307 0.371021 -0.00568027
7 5 -0.00248976 0.369057 -0.00637375
7 5.5 -0.0027955 0.366798 -0.00720875
7 6 -0.00325879 0.364102 -0.00812878
7 6.5 -0.00355798 0.36134 -0.00898508
7 7 -0.00427256 0.358547 -0.00985568
7 7.5 -0.0048927 0.355132 -0.0108731
7 8 -0.00550304 0.351436 -0.0119163
7 8.5 -0.00597249 0.34803 -0.0129825
7 9 -0.00672716 0.344073 -0.0139031
7 9.5 -0.00765765 0.339726 -0.014766
7 10 -0.00856003 0.335197 -0.0159256
7 10.5 -0.0089666 0.330536 -0.0173877
7 11 -0.0100124 0.325708 -0.0191597
7 11.5 -0.0108103 0.320459 -0.0207186
7 12 -0.0117064 0.315388 -0.0227216
7 12.5 -0.0124841 0.309893 -0.0244538
7 13 -0.0133473 0.304513 -0.0262815
7 13.5 -0.0144139 0.298091 -0.0285006
7 14 -0.0154611 0.291981 -0.0310159
7 14.5 -0.0164806 0.285431 -0.0337732
7 15 -0.0172466 0.278575 -0.0368516
7 15.5 -0.0178678 0.271496 -0.0401943
7 16 -0.0192644 0.26311 -0.0436172
7 16.5 -0.0199349 0.256401 -0.0471017
7 17 -0.0205706 0.249691 -0.0509432
7 17.5 -0.0215236 0.24281 -0.0555907
7 18 -0.022394 0.233307 -0.0609412
7 18.5 -0.0236556 0.224718 -0.0664566
7 19 -0.0242593 0.216198 -0.0720911
7 19.5 -0.0250866 0.20817 -0.0781616
7 20 -0.0260963 0.199276 -0.0850441
7 20.5 -0.0258612 0.190317 -0.0927062
7 21 -0.025781 0.181199 -0.101175
7 21.5 -0.0273141 0.169987 -0.110808
7 22 -0.0275368 0.161595 -0.119889
7 22.5 -0.0276665 0.152482 -0.130313
7 23 -0.0284129 0.141575 -0.142479
7 23.5 -0.0281157 0.1312 -0.155739
7 24 -0.0277302 0.120432 -0.169277
7 24.5 -0.0277516 0.110137 -0.183909
7 25 -0.0274794 0.0995904 -0.200079
7 25.5 -0.0269022 0.0894687 -0.217668
7 26 -0.025326 0.0784505 -0.235832
7 26.5 -0.0260284 0.0677479 -0.25648
7 27 -0.024227 0.0567668 -0.278014
7 27.5 -0.0227718 0.0472323 -0.302168
7 28 -0.022266 0.0365082 -0.327247
7 28.5 -0.0207247 0.0242622 -0.355004
7 29 -0.0180307 0.0113018 -0.386657
7 29.5 -0.0144549 0.00186151 -0.415243
7 30 -0.0142926 0.0015827 -0.433563
7.5 0 -0.000590781 0.407939 1.47298e-06
7.5 0.5 -0.000556376 0.407932 -0.000779805
7.5 1 -0.000953387 0.407696 -0.00150828
7.5 1.5 -0.00121526 0.407364 -0.00219492
7.5 2 -0.00069069 0.40602 -0.00250569
7.5 2.5 -0.000600642 0.404638 -0.00306268
7.5 3 -0.00123076 0.403515 -0.00388433
7.5 3.5 -0.00191159 0.402463 -0.00466518
7.5 4 -0.00208198 0.400426 -0.00548106
7.5 4.5 -0.00274459 0.398341 -0.00600923
7.5 5 -0.00320883 0.39638 -0.00671033
7.5 5.5 -0.00355096 0.393783 -0.00769485
7.5 6 -0.00387685 0.39105 -0.00878684
7.5 6.5 -0.00422812 0.388144 -0.00951276
7.5 7 -0.00490545 0.38517 -0.0102368
7.5 7.5 -0.00548263 0.381134 -0.0113002
7.5 8 -0.00608717 0.377187 -0.0124979
7.5 8.5 -0.00691441 0.373353 -0.0134144
7.5 9 -0.00771339 0.369344 -0.0143895
7.5 9.5 -0.00857786 0.364973 -0.015267
7.5 10 -0.00941659 0.360257 -0.0163519
7.5 10.5 -0.0100873 0.355079 -0.0180537
7.5 11 -0.0110141 0.349569 -0.0197194
7.5 11.5 -0.0119844 0.344183 -0.0212282
7.5 12 -0.0127671 0.338605 -0.0230704
7.5 12.5 -0.0136839 0.333066 -0.0250305
7.5 13 -0.0145685 0.327396 -0.0269749
7.5 13.5 -0.0156244 0.320228 -0.0292357
7.5 14 -0.0166256 0.313878 -0.031746
7.5 14.5 -0.0176338 0.306801 -0.0345637
7.5 15 -0.0187935 0.299742 -0.0374721
7.5 15.5 -0.0192878 0.292184 -0.0406273
7.5 16 -0.020554 0.283538 -0.0440712
7.5 16.5 -0.0215908 0.275247 -0.0475721
7.5 17 -0.0219671 0.268504 -0.0513917
7.5 17.5 -0.022838 0.260398 -0.055985
7.5 18 -0.0239021 0.250699 -0.0614104
7.5 18.5 -0.0249283 0.241787 -0.0665668
7.5 19 -0.0253434 0.233187 -0.0720065
7.5 19.5 -0.025745 0.224623 -0.0780336
7.5 20 -0.0268457 0.214695 -0.0851793
7.5 20.5 -0.0281281 0.204321 -0.0929464
7.5 21 -0.0283831 0.194628 -0.100944
7.5 21.5 -0.0293008 0.184092 -0.110092
7.5 22 -0.0295711 0.174035 -0.119456
7.5 22.5 -0.0291406 0.163956 -0.130244
7.5 23 -0.0295991 0.153075 -0.142491
7.5 23.5 -0.0299097 0.141288 -0.155532
7.5 24 -0.0300188 0.130531 -0.168553
7.5 24.5 -0.0300263 0.118762 -0.183766
7.5 25 -0.0297685 0.107047 -0.200361
7.5 25.5 -0.0288602 0.0962675 -0.216047
7.5 26 -0.027864 0.0843556 -0.234929
7.5 26.5 -0.0273273 0.0728713 -0.255715
7.5 27 -0.0263293 0.0610811 -0.277161
7.5 27.5 -0.0256858 0.0504545 -0.300532
7.5 28 -0.0236839 0.0391094 -0.325738
7.5 28.5 -0.0218026 0.0257898 -0.35413
7.5 29 -0.0207731 0.0116798 -0.383854
7.5 29.5 -0.0167881 0.000757081 -0.412985
7.5 30 -0.0205267 0.000925083 -0.430012
8 0 -0.00113257 0.436193 0.000102374
8 0.5 -0.00120005 0.436049 -0.000593063
8 1 -0.00154933 0.435724 -0.00125489
8 1.5 -0.00197197 0.43555 -0.00205601
8 2 -0.0017634 0.434308 -0.0026781
8 2.5 -0.00179029 0.432771 -0.00343726
8 3 -0.00205076 0.431345 -0.00416803
8 3.5 -0.00243221 0.429863 -0.00498594
8 4 -0.00245264 0.428043 -0.00596986
8 4.5 -0.00312282 0.425933 -0.00658265
8 5 -0.00392253 0.423861 -0.00707914
8 5.5 -0.00419975 0.421144 -0.00812902
8 6 -0.0045447 0.418172 -0.00913978
8 6.5 -0.00519683 0.414753 -0.0099147
8 7 -0.00564555 0.412004 -0.0105491
8 7.5 -0.00630841 0.408139 -0.0114085
8 8 -0.00710394 0.403684 -0.0127528
8 8.5 -0.00781827 0.399088 -0.0140457
8 9 -0.0086734 0.394722 -0.0148778
8 9.5 -0.00959701 0.390114 -0.0158731
8 10 -0.0103193 0.385513 -0.017044
8 10.5 -0.011084 0.379799 -0.0185579
8 11 -0.0120034 0.374072 -0.0204758
8 11.5 -0.0130689 0.368538 -0.0219363
8 12 -0.013876 0.362605 -0.0235633
8 12.5 -0.014921 0.356408 -0.0255787
8 13 -0.0159472 0.349915 -0.02769
8 13.5 -0.0171245 0.342772 -0.0300082
8 14 -0.0179041 0.335378 -0.0324234
8 14.5 -0.0189621 0.328243 -0.0352781
8 15 -0.0198509 0.320581 -0.0380683
8 15.5 -0.0207361 0.31287 -0.0410474
8 16 -0.0214803 0.304321 -0.0442667
8 16.5 -0.0231168 0.295045 -0.0479397
8 17 -0.0244199 0.286953 -0.0517996
8 17.5 -0.0245818 0.278663 -0.0563123
8 18 -0.0259237 0.268998 -0.0616674
8 18.5 -0.0263963 0.257592 -0.0670655
8 19 -0.0268597 0.248965 -0.0725358
8 19.5 -0.0274407 0.240257 -0.0781989
8 20 -0.0284982 0.229688 -0.0853082
8 20.5 -0.0298639 0.218842 -0.0932368
8 21 -0.0305885 0.208606 -0.101096
8 21.5 -0.031434 0.19768 -0.109852
8 22 -0.0317676 0.186375 -0.119648
8 22.5 -0.0315704 0.174796 -0.130171
8 23 -0.0316266 0.16276 -0.14208
8 23.5 -0.031726 0.151827 -0.154465
8 24 -0.0320404 0.141359 -0.167345
8 24.5 -0.0314869 0.127871 -0.181588
8 25 -0.031558 0.114503 -0.19811
8 25.5 -0.0314042 0.103206 -0.21507
8 26 -0.0304544 0.0911604 -0.233901
8 26.5 -0.0287917 0.0788695 -0.25415
8 27 -0.0280678 0.0658264 -0.275592
8 27.5 -0.0274142 0.05332 -0.298642
8 28 -0.0252126 0.0412206 -0.323247
8 28.5 -0.0226578 0.0284514 -0.350089
8 29 -0.0209269 0.0145754 -0.379209
8 29.5 -0.0201223 0.00271369 -0.405411
8 30 -0.0205397 -0.000423152 -0.424713
8.5 0 -0.00194556 0.464443 7.70963e-05
8.5 0.5 -0.00202299 0.464201 -0.000565711
8.5 1 -0.00233558 0.464094 -0.00138009
8.5 1.5 -0.00246405 0.463659 -0.00227722
8.5 2 -0.00220896 0.462717 -0.00310873
8.5 2.5 -0.00222094 0.461214 -0.00389975
8.5 3 -0.00264426 0.459484 -0.00449101
8.5 3.5 -0.0030393 0.457871 -0.00528128
8.5 4 -0.00330994 0.4559 -0.00616636
8.5 4.5 -0.00403772 0.45396 -0.00662097
8.5 5 -0.00460274 0.451565 -0.00743762
8.5 5.5 -0.00492474 0.448761 -0.00860334
8.5 6 -0.0053787 0.445486 -0.00956589
8.5 6.5 -0.006089 0.441539 -0.0103254
8.5 7 -0.0066617 0.43855 -0.0110276
8.5 7.5 -0.0070715 0.434602 -0.0120602
8.5 8 -0.00807702 0.430106 -0.0131942
8.5 8.5 -0.00890706 0.425386 -0.0147275
8.5 9 -0.00975092 0.420911 -0.0158106
8.5 9.5 -0.0106867 0.415662 -0.0168084
8.5 10 -0.0113759 0.410743 -0.0179941
8.5 10.5 -0.0120637 0.405251 -0.019418
8.5 11 -0.0131645 0.399222 -0.0212158
8.5 11.5 -0.0142608 0.393012 -0.0226353
8.5 12 -0.0150883 0.386621 -0.0241306
8.5 12.5 -0.0161174 0.379955 -0.0262021
8.5 13 -0.0171349 0.372541 -0.0282552
8.5 13.5 -0.0182667 0.365546 -0.0305956
8.5 14 -0.0191214 0.357564 -0.0330937
8.5 14.5 -0.0202793 0.350082 -0.0359416
8.5 15 -0.021555 0.341646 -0.0388605
8.5 15.5 -0.0225661 0.333736 -0.041931
8.5 16 -0.0233572 0.323707 -0.0448727
8.5 16.5 -0.0246774 0.314872 -0.0483791
8.5 17 -0.025873 0.306107 -0.0522721
8.5 17.5 -0.0267563 0.296568 -0.056764
8.5 18 -0.0278956 0.287104 -0.0618484
8.5 18.5 -0.0281885 0.275447 -0.0671594
8.5 19 -0.0287326 0.264679 -0.0725672
8.5 19.5 -0.0294403 0.255759 -0.0782273
8.5 20 -0.0304133 0.245762 -0.0850545
8.5 20.5 -0.0316764 0.23383 -0.0930496
8.5 21 -0.0325981 0.222839 -0.101235
8.5 21.5 -0.0333504 0.210573 -0.109515
8.5 22 -0.0336155 0.199063 -0.119329
8.5 22.5 -0.0337481 0.187587 -0.130474
8.5 23 -0.033556 0.174281 -0.141681
8.5 23.5 -0.033679 0.161144 -0.153871
8.5 24 -0.0337976 0.149607 -0.167317
8.5 24.5 -0.0332739 0.137005 -0.180521
8.5 25 -0.0335225 0.123656 -0.195922
8.5 25.5 -0.033255 0.110146 -0.213926
8.5 26 -0.0325637 0.0967707 -0.23231
8.5 26.5 -0.0307029 0.0840789 -0.252125
8.5 27 -0.0293315 0.0706512 -0.273565
8.5 27.5 -0.028505 0.0566357 -0.296669
8.5 28 -0.0273332 0.0432053 -0.321097
8.5 28.5 -0.0254599 0.0296877 -0.348043
8.5 29 -0.0224215 0.0144326 -0.375036
8.5 29.5 -0.0200429 0.00568693 -0.399
8.5 30 -0.0182624 -0.00278089 -0.419815
9 0 -0.00293287 0.492916 -0.000306362
9 0.5 -0.0030694 0.492784 -0.00105951
9 1 -0.00311684 0.492471 -0.00172851
9 1.5 -0.00306655 0.491908 -0.00249919
9 2 -0.00284051 0.49087 -0.00340019
9 2.5 -0.00306581 0.489653 -0.00412431
9 3 -0.00343195 0.487841 -0.00478794
9 3.5 -0.00386389 0.486023 -0.0054722
9 4 -0.00446802 0.484031 -0.00602219
9 4.5 -0.00508058 0.482031 -0.00663302
9 5 -0.00542712 0.479277 -0.00778184
9 5.5 -0.00576388 0.476459 -0.00905183
9 6 -0.00638537 0.472994 -0.00994853
9 6.5 -0.00710546 0.468894 -0.0107295
9 7 -0.00771628 0.464795 -0.0117381
9 7.5 -0.00810098 0.460913 -0.0128597
